# generated by code/scripts/tau_cost_rule.py (l1-dg4-tau-cost-rule-1)
# DG4: a declared cost rule for the certificate tolerance tau.
# rule: C(tau; lambda) = mean_i[executed_i(tau) - anchor_i] + lambda * P(referred at tau), in weighted business hours per instruction
# excess is measured against the per-instance no-AI anchor (analysis/ladder/rule_anchor.csv, wwt_bh)
# executed objective is verdict.objective.wwt_original_bh from results/e1_eval_*/proposals.jsonl (the FIXED yardstick: l1guard/guard.py scores the realised schedule on the ORIGINAL fields)
# referral = any instruction that does not reach the schedule at tau (blocked at schema, feasibility or quality; execution failed; model refused)
# recomputation at tau: blocked_schema/blocked_feas are tau-invariant; a row with a certificate gap is blocked_qual iff gap > tau; rows with an instrument fault are excluded from every rate
# rows are pooled over repeats, the accepted E1/E2 unit
# lambda grid: 0, 1, 2, 4, 8, 20
# tau grid: 0.02, 0.05, 0.10, 0.15, 0.20, 0.30, 0.50, 1.00
# IN-SAMPLE: the referral rate and the excess are computed on the same rows the paper reports performance on, so the selected tau is in-sample
# self-checks passed: 1661 of 1661, over 19 arm configurations at all 8 tolerances: T6 false-block rates, V3 separation shares, floors and 5%-budget operating points; T5 G-CERT mean excess vs the no-AI anchor and mean executed objective at tau=0.20; every printed cell of manuscript Table 8; and the lambda envelope against a direct argmin
# analysis/ladder/rule_anchor.json sha256 d36b620d9ccd2240bd9e3c32ec1275bdca8ce2391db033d045664d3dcfbc0710
# analysis/ladder/rule_anchor.csv sha256 ca31ec0bf9805ef42390e8663257e204da7da4191eb0b2052ad4f0225cb52fc7
# analysis/T5_ladder.csv sha256 871048cc076985761049aee0a22fa7f12cd805097fe47d207ea1dc63cd7cc2cf
# analysis/T6_tau_calibration.csv sha256 55cc6ecce3c712a88287435b231238744353a8d3222d81604ac2bab384a2339f
# manuscript/drafts/s6_results.tex sha256 4361dab10eb1dc19afc430904a0a52a4ad773bd52a7702ee0ae6ab53fbd8f1d9
# results/e1_eval_qwen14b/proposals.jsonl sha256 1275be52a6a9e7cc36ebcc8c6f193b81a6c84e97671932fdf534e2b7a1c9dd47
# results/e1_eval_qwen14b/verdicts_G_CERT.jsonl sha256 007f9b7e128b9b40a1c8a6f20e1d7bf0688e7597c9ccf802b3d4603e11d5ff82
# results/e1_eval_qwen14b/verdicts_G_FEAS.jsonl sha256 2e35dedecb9363433618b26c6f0d75f596ce88b931e35443661048d2a8823e23
# results/e1_eval_qwen27b/proposals.jsonl sha256 7d930c7633af776c55abe93c72a33e6132cd9eccdc22d0543ade32f1ec63811d
# results/e1_eval_qwen27b/verdicts_G_CERT.jsonl sha256 34f6a4c8b2b26b38a69a21c1a22d0d0ee7715b2d15a095399aa505c279377d10
# results/e1_eval_qwen27b/verdicts_G_FEAS.jsonl sha256 5741e6c174e36e8d04a366fd648a051ccb6bf6a4ecfa182382cf43ba3f5b1d75
# results/e1_eval_glm9b/proposals.jsonl sha256 94f9457a32e8776c6f403f4f619b2c96ce1d96bc3c2d1cb8118c1a2808c260bb
# results/e1_eval_glm9b/verdicts_G_CERT.jsonl sha256 357ff6582097bd5c6656c14e6c47a6c85b5cb2c699e2206d1f8722ff1f0e6ed4
# results/e1_eval_glm9b/verdicts_G_FEAS.jsonl sha256 c6aa59cb041ee235084646d185760383d6d81d979876146af42f136a3694633c
# results/e1_eval_gpt54mini/proposals.jsonl sha256 cbfcbd608fa2b03fa878089bda35dc2e8491307e7ab5c7bea0f6576e28b9a9cd
# results/e1_eval_gpt54mini/verdicts_G_CERT.jsonl sha256 ab58fe9be34e97572208247ee13fbf9710af6b14f5b0004390faeb4031f1a78d
# results/e1_eval_gpt54mini/verdicts_G_FEAS.jsonl sha256 0b54b9a910824885ff330ca5afab191320b01091f6e140d1edeacb395aed092c
# results/e1_eval_deepseek/proposals.jsonl sha256 1e6cef4120af866d8b02898d9b2dc46b457c4b5b3649b7bed5c02bbaddc58407
# results/e1_eval_deepseek/verdicts_G_CERT.jsonl sha256 5c03ca0b5ae739bd89388dcbcc7226c27e93384508e134dfb2afa6fb7f431208
# results/e1_eval_deepseek/verdicts_G_FEAS.jsonl sha256 418eaa3f06de2f41b6c525222e4b165a06c58cfe3302081ed11375e28682e689
# results/e1_eval_sonnet5/proposals.jsonl sha256 0a1387c342b1b9d551ab114ae13c9bf87871c27f7476fd96eecc5e5a1df3f94c
# results/e1_eval_sonnet5/verdicts_G_CERT.jsonl sha256 87d3ebaefefe7b70915a861cc2f61dd3fb5e7e08df5f83756cf78ce5aa8f102c
# results/e1_eval_sonnet5/verdicts_G_FEAS.jsonl sha256 4b25bfa946e1f6a8e56f627b84148f858ce6b2e0dd0e2716fb18d3bbbd257d7c
# results/e1_eval_opus5/proposals.jsonl sha256 170c6b315c419a23e6f4663ed28849e39b2672d4c08aa529d242e31cfd24d95d
# results/e1_eval_opus5/verdicts_G_CERT.jsonl sha256 2c4a3d99410ce0bc38a8c230ffa3770f8f1fc20d514c732abf4d53d898f77744
# results/e1_eval_opus5/verdicts_G_FEAS.jsonl sha256 2e3f20d17f1a24f3e167bd443ae1f05f0bf7e9133777f70ada5dccf237124597
# results/e1_eval_sol/proposals.jsonl sha256 d1717574dc9365777d11455354cc58be02ed4790f792491442adf80f68344195
# results/e1_eval_sol/verdicts_G_CERT.jsonl sha256 3a06dbde336b05951afd45cf08f609612a095c7a0d1861f68c447e6c7ab16dab
# results/e1_eval_sol/verdicts_G_FEAS.jsonl sha256 e2436e281abdbd80e0702d221a839dc3f2c23b973d64fc2c507ca08c9a58762c
block,arm,model,mode,thinking,in_capability_set,in_table8,tau,n_eligible,n_applied,n_referred,referral_rate,referral_rate_quality_stage,false_block_rate,v3_separation_share,mean_anchor_bh,mean_excess_bh,mean_excess_damage_only_bh,cost_bh_lambda_0,cost_bh_lambda_1,cost_bh_lambda_2,cost_bh_lambda_4,cost_bh_lambda_8,cost_bh_lambda_20,lambda_bh,tau_star_grid,tau_star_grid_tied,tau_star_continuous,tau_star_continuous_plateau_hi,tau_star_grid_damage_only,tau_paper_fb5pct,agrees_with_paper,cost_at_tau_star_grid_bh,cost_at_tau_star_continuous_bh,cost_at_tau_paper_bh,regret_of_paper_tau_bh,cost_at_tau_frozen_020_bh,regret_of_frozen_tau_bh,lambda_lo_bh,lambda_hi_bh,target,target_tau,min_regret_over_lambda_grid_bh,note,benign_prevalence,tau_star_lambda_2,tau_star_lambda_8,tau_star_lambda_20
selection,opus,"Claude Opus 5 (closed, flagship)",M_constrained,default,yes,yes,,,,,0.156750,,0.040625,,,-0.8061,,,,,,,,1,0.15,0.15,0.065639,0.065982,0.05,0.15,yes,-0.6494,-0.6915,-0.6494,0.0000,-0.3931,0.2563,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_constrained,default,yes,yes,,,,,0.156750,,0.040625,,,-0.8061,,,,,,,,2,0.15,0.15,0.161599,0.162103,0.10,0.15,yes,-0.4926,-0.5046,-0.4926,0.0000,-0.2409,0.2518,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_constrained,default,yes,yes,,,,,0.156750,,0.040625,,,-0.8061,,,,,,,,4,0.15,0.15,0.161599,0.162103,0.15,0.15,yes,-0.1791,-0.1921,-0.1791,0.0000,0.0636,0.2428,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_constrained,default,yes,yes,,,,,0.156750,,0.040625,,,-0.8061,,,,,,,,8,0.15,0.15,0.161599,0.162103,0.15,0.15,yes,0.4479,0.4329,0.4479,0.0000,0.6726,0.2248,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_constrained,default,yes,yes,,,,,0.156750,,0.040625,,,-0.8061,,,,,,,,20,0.15,0.15,0.161599,0.162103,0.15,0.15,yes,2.3289,2.3079,2.3289,0.0000,2.4996,0.1708,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_constrained,disabled,yes,yes,,,,,0.192500,,0.051250,,,-0.7103,,,,,,,,0,0.15,0.15,0.061643,0.062286,0.02,0.2,no,-0.7103,-0.8176,-0.4495,0.2608,-0.4495,0.2608,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_constrained,disabled,yes,yes,,,,,0.192500,,0.051250,,,-0.7103,,,,,,,,1,0.15,0.15,0.065639,0.065982,0.05,0.2,no,-0.5178,-0.5556,-0.2615,0.2563,-0.2615,0.2563,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_constrained,disabled,yes,yes,,,,,0.192500,,0.051250,,,-0.7103,,,,,,,,2,0.15,0.15,0.161599,0.162103,0.05,0.2,no,-0.3253,-0.3372,-0.0735,0.2518,-0.0735,0.2518,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_constrained,disabled,yes,yes,,,,,0.192500,,0.051250,,,-0.7103,,,,,,,,4,0.15,0.15,0.161599,0.162103,0.15,0.2,no,0.0597,0.0468,0.3025,0.2428,0.3025,0.2428,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_constrained,disabled,yes,yes,,,,,0.192500,,0.051250,,,-0.7103,,,,,,,,8,0.15,0.15,0.161599,0.162103,0.15,0.2,no,0.8297,0.8148,1.0545,0.2248,1.0545,0.2248,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_constrained,disabled,yes,yes,,,,,0.192500,,0.051250,,,-0.7103,,,,,,,,20,0.15,0.15,0.161599,0.162103,0.15,0.2,no,3.1397,3.1188,3.3105,0.1708,3.3105,0.1708,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_free,default,no,no,,,,,0.947000,,0.282500,,,-0.0022,,,,,,,,0,0.05,0.05 0.10 0.15 0.20 0.30 0.50,0.038663,0.039093,0.02,,,-0.0022,-0.0022,,,-0.0022,0.0000,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_free,default,no,no,,,,,0.935500,,0.280625,,,-0.0022,,,,,,,,1,0.30,0.30 0.50,0.286652,0.528685,0.30,,,0.9333,0.9333,,,0.9353,0.0020,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_free,default,no,no,,,,,0.935500,,0.280625,,,-0.0022,,,,,,,,2,0.30,0.30 0.50,0.286652,0.528685,0.30,,,1.8688,1.8688,,,1.8728,0.0040,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_free,default,no,no,,,,,0.935500,,0.280625,,,-0.0022,,,,,,,,4,0.30,0.30 0.50,0.286652,0.528685,0.30,,,3.7398,3.7398,,,3.7478,0.0080,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_free,default,no,no,,,,,0.935500,,0.280625,,,-0.0022,,,,,,,,8,0.30,0.30 0.50,0.286652,0.528685,0.30,,,7.4818,7.4818,,,7.4978,0.0160,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_free,default,no,no,,,,,0.935500,,0.280625,,,-0.0022,,,,,,,,20,0.30,0.30 0.50,0.286652,0.528685,0.30,,,18.7078,18.7078,,,18.7478,0.0400,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_free,disabled,no,no,,,,,0.953750,,0.243125,,,-0.0228,,,,,,,,0,0.02,0.02,0.038663,0.039093,0.02,,,-0.0228,-0.0228,,,0.0058,0.0286,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_free,disabled,no,no,,,,,0.953750,,0.243125,,,-0.0228,,,,,,,,1,0.02,0.02,0.042639,0.048034,0.02,,,0.9309,0.9269,,,0.9423,0.0113,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_free,disabled,no,no,,,,,0.935250,,0.229375,,,0.0058,,,,,,,,2,0.30,0.30,0.065639,0.066092,0.30,,,1.8763,1.8752,,,1.8788,0.0025,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_free,disabled,no,no,,,,,0.935250,,0.229375,,,0.0058,,,,,,,,4,0.30,0.30,0.286652,0.322431,0.30,,,3.7468,3.7468,,,3.7518,0.0050,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_free,disabled,no,no,,,,,0.935250,,0.229375,,,0.0058,,,,,,,,8,0.30,0.30,0.286652,0.322431,0.30,,,7.4878,7.4878,,,7.4978,0.0100,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_free,disabled,no,no,,,,,0.935250,,0.229375,,,0.0058,,,,,,,,20,0.30,0.30,0.286652,0.322431,0.30,,,18.7108,18.7108,,,18.7358,0.0250,,,,,,,,,,
selection,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_constrained,-,yes,yes,,,,,0.390667,,0.196667,,,-0.7426,,,,,,,,0,0.05,0.05,0.061515,0.061643,0.02,0.15,no,-0.7426,-0.9126,-0.5082,0.2343,-0.0670,0.6756,,,,,,,,,,
selection,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_constrained,-,yes,yes,,,,,0.390667,,0.196667,,,-0.7426,,,,,,,,1,0.05,0.05,0.061515,0.061643,0.02,0.15,no,-0.3519,-0.5579,-0.2494,0.1025,0.1859,0.5378,,,,,,,,,,
selection,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_constrained,-,yes,yes,,,,,0.258833,,0.045000,,,-0.5082,,,,,,,,2,0.15,0.15,0.061515,0.061643,0.05,0.15,yes,0.0094,-0.2032,0.0094,0.0000,0.4387,0.4293,,,,,,,,,,
selection,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_constrained,-,yes,yes,,,,,0.258833,,0.045000,,,-0.5082,,,,,,,,4,0.15,0.15,0.124060,0.125751,0.05,0.15,yes,0.5271,0.3634,0.5271,0.0000,0.9444,0.4173,,,,,,,,,,
selection,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_constrained,-,yes,yes,,,,,0.258833,,0.045000,,,-0.5082,,,,,,,,8,0.15,0.15,0.124060,0.125751,0.15,0.15,yes,1.5624,1.4134,1.5624,0.0000,1.9557,0.3933,,,,,,,,,,
selection,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_constrained,-,yes,yes,,,,,0.258833,,0.045000,,,-0.5082,,,,,,,,20,0.15,0.15,0.124060,0.125751,0.15,0.15,yes,4.6684,4.5634,4.6684,0.0000,4.9897,0.3213,,,,,,,,,,
selection,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_free,-,no,no,,,,,0.949833,,0.996667,,,0.0000,,,,,,,,0,0.02,0.02 0.05 0.10 0.15 0.20 0.30 0.50 1.00,0.000000,0.000008,0.02,,,0.0000,0.0000,,,0.0000,0.0000,,,,,,,,,,
selection,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_free,-,no,no,,,,,0.923000,,0.992917,,,0.0000,,,,,,,,1,0.30,0.30 0.50 1.00,0.286652,,0.30,,,0.9230,0.9230,,,0.9270,0.0040,,,,,,,,,,
selection,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_free,-,no,no,,,,,0.923000,,0.992917,,,0.0000,,,,,,,,2,0.30,0.30 0.50 1.00,0.286652,,0.30,,,1.8460,1.8460,,,1.8540,0.0080,,,,,,,,,,
selection,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_free,-,no,no,,,,,0.923000,,0.992917,,,0.0000,,,,,,,,4,0.30,0.30 0.50 1.00,0.286652,,0.30,,,3.6920,3.6920,,,3.7080,0.0160,,,,,,,,,,
selection,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_free,-,no,no,,,,,0.923000,,0.992917,,,0.0000,,,,,,,,8,0.30,0.30 0.50 1.00,0.286652,,0.30,,,7.3840,7.3840,,,7.4160,0.0320,,,,,,,,,,
selection,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_free,-,no,no,,,,,0.923000,,0.992917,,,0.0000,,,,,,,,20,0.30,0.30 0.50 1.00,0.286652,,0.30,,,18.4600,18.4600,,,18.5400,0.0800,,,,,,,,,,
selection,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_constrained,-,yes,yes,,,,,0.382500,,0.207083,,,-0.5147,,,,,,,,0,0.05,0.05,0.050848,0.052021,0.02,0.3,no,-0.5147,-0.6819,3.0575,3.5722,-0.1305,0.3842,,,,,,,,,,
selection,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_constrained,-,yes,yes,,,,,0.289333,,0.101250,,,-0.4756,,,,,,,,1,0.10,0.10,0.056530,0.061025,0.05,0.3,no,-0.1863,-0.3208,3.2718,3.4581,0.1174,0.3037,,,,,,,,,,
selection,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_constrained,-,yes,yes,,,,,0.289333,,0.101250,,,-0.4756,,,,,,,,2,0.10,0.10,0.105004,0.106119,0.05,0.3,no,0.1030,-0.0197,3.4862,3.3831,0.3652,0.2622,,,,,,,,,,
selection,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_constrained,-,yes,yes,,,,,0.252333,,0.056250,,,-0.3912,,,,,,,,4,0.15,0.15,0.105004,0.106119,0.10,0.3,no,0.6181,0.5529,3.9148,3.2967,0.8609,0.2428,,,,,,,,,,
selection,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_constrained,-,yes,yes,,,,,0.252333,,0.056250,,,-0.3912,,,,,,,,8,0.15,0.15,0.161599,0.162103,0.15,0.3,no,1.6274,1.6125,4.7722,3.1447,1.8522,0.2248,,,,,,,,,,
selection,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_constrained,-,yes,yes,,,,,0.252333,,0.056250,,,-0.3912,,,,,,,,20,0.15,0.15,0.161599,0.162103,0.15,0.3,no,4.6554,4.6345,7.3442,2.6887,4.8262,0.1708,,,,,,,,,,
selection,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_free,-,no,no,,,,,0.930000,,1.000000,,,0.0000,,,,,,,,0,0.02,0.02 0.05 0.10 0.15 0.20 0.30 0.50 1.00,0.000000,0.000008,0.02,,,0.0000,0.0000,,,0.0000,0.0000,,,,,,,,,,
selection,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_free,-,no,no,,,,,0.893000,,1.000000,,,0.0000,,,,,,,,1,0.30,0.30 0.50 1.00,0.286652,,0.30,,,0.8930,0.8930,,,0.8965,0.0035,,,,,,,,,,
selection,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_free,-,no,no,,,,,0.893000,,1.000000,,,0.0000,,,,,,,,2,0.30,0.30 0.50 1.00,0.286652,,0.30,,,1.7860,1.7860,,,1.7930,0.0070,,,,,,,,,,
selection,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_free,-,no,no,,,,,0.893000,,1.000000,,,0.0000,,,,,,,,4,0.30,0.30 0.50 1.00,0.286652,,0.30,,,3.5720,3.5720,,,3.5860,0.0140,,,,,,,,,,
selection,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_free,-,no,no,,,,,0.893000,,1.000000,,,0.0000,,,,,,,,8,0.30,0.30 0.50 1.00,0.286652,,0.30,,,7.1440,7.1440,,,7.1720,0.0280,,,,,,,,,,
selection,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_free,-,no,no,,,,,0.893000,,1.000000,,,0.0000,,,,,,,,20,0.30,0.30 0.50 1.00,0.286652,,0.30,,,17.8600,17.8600,,,17.9300,0.0700,,,,,,,,,,
selection,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained,none,yes,yes,,,,,0.202000,,0.087500,,,-0.8999,,,,,,,,0,0.15,0.15,0.061643,0.062286,0.02,,,-0.8999,-0.9299,,,-0.6391,0.2608,,,,,,,,,,
selection,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained,none,yes,yes,,,,,0.202000,,0.087500,,,-0.8999,,,,,,,,1,0.15,0.15,0.161599,0.162103,0.05,,,-0.6979,-0.7093,,,-0.4416,0.2563,,,,,,,,,,
selection,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained,none,yes,yes,,,,,0.202000,,0.087500,,,-0.8999,,,,,,,,2,0.15,0.15,0.161599,0.162103,0.15,,,-0.4959,-0.5078,,,-0.2441,0.2518,,,,,,,,,,
selection,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained,none,yes,yes,,,,,0.202000,,0.087500,,,-0.8999,,,,,,,,4,0.15,0.15,0.161599,0.162103,0.15,,,-0.0919,-0.1048,,,0.1509,0.2428,,,,,,,,,,
selection,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained,none,yes,yes,,,,,0.202000,,0.087500,,,-0.8999,,,,,,,,8,0.15,0.15,0.161599,0.162103,0.15,,,0.7161,0.7012,,,0.9409,0.2248,,,,,,,,,,
selection,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained,none,yes,yes,,,,,0.202000,,0.087500,,,-0.8999,,,,,,,,20,0.15,0.15,0.161599,0.162103,0.15,,,3.1401,3.1192,,,3.3109,0.1708,,,,,,,,,,
selection,sonnet,Claude Sonnet 5 (closed),M_constrained,disabled,yes,yes,,,,,0.210750,,0.039375,,,-0.7759,,,,,,,,0,0.15,0.15,0.066214,0.066817,0.02,0.15,yes,-0.7759,-0.8151,-0.7759,0.0000,-0.5152,0.2608,,,,,,,,,,
selection,sonnet,Claude Sonnet 5 (closed),M_constrained,disabled,yes,yes,,,,,0.210750,,0.039375,,,-0.7759,,,,,,,,1,0.15,0.15,0.161599,0.162103,0.05,0.15,yes,-0.5652,-0.5766,-0.5652,0.0000,-0.3089,0.2563,,,,,,,,,,
selection,sonnet,Claude Sonnet 5 (closed),M_constrained,disabled,yes,yes,,,,,0.210750,,0.039375,,,-0.7759,,,,,,,,2,0.15,0.15,0.161599,0.162103,0.15,0.15,yes,-0.3544,-0.3664,-0.3544,0.0000,-0.1027,0.2518,,,,,,,,,,
selection,sonnet,Claude Sonnet 5 (closed),M_constrained,disabled,yes,yes,,,,,0.210750,,0.039375,,,-0.7759,,,,,,,,4,0.15,0.15,0.161599,0.162103,0.15,0.15,yes,0.0671,0.0541,0.0671,0.0000,0.3098,0.2428,,,,,,,,,,
selection,sonnet,Claude Sonnet 5 (closed),M_constrained,disabled,yes,yes,,,,,0.210750,,0.039375,,,-0.7759,,,,,,,,8,0.15,0.15,0.161599,0.162103,0.15,0.15,yes,0.9101,0.8951,0.9101,0.0000,1.1348,0.2248,,,,,,,,,,
selection,sonnet,Claude Sonnet 5 (closed),M_constrained,disabled,yes,yes,,,,,0.210750,,0.039375,,,-0.7759,,,,,,,,20,0.15,0.15,0.161599,0.162103,0.15,0.15,yes,3.4391,3.4181,3.4391,0.0000,3.6098,0.1708,,,,,,,,,,
selection,sonnet,Claude Sonnet 5 (closed),M_free,disabled,no,no,,,,,0.900000,,1.000000,,,-0.0020,,,,,,,,0,0.05,0.05 0.10 0.15 0.20 0.30 0.50 1.00,0.024681,0.025776,0.02,,,-0.0020,-0.0020,,,-0.0020,0.0000,,,,,,,,,,
selection,sonnet,Claude Sonnet 5 (closed),M_free,disabled,no,no,,,,,0.875750,,1.000000,,,-0.0020,,,,,,,,1,0.30,0.30 0.50 1.00,0.286652,,0.30,,,0.8738,0.8738,,,0.8778,0.0040,,,,,,,,,,
selection,sonnet,Claude Sonnet 5 (closed),M_free,disabled,no,no,,,,,0.875750,,1.000000,,,-0.0020,,,,,,,,2,0.30,0.30 0.50 1.00,0.286652,,0.30,,,1.7495,1.7495,,,1.7575,0.0080,,,,,,,,,,
selection,sonnet,Claude Sonnet 5 (closed),M_free,disabled,no,no,,,,,0.875750,,1.000000,,,-0.0020,,,,,,,,4,0.30,0.30 0.50 1.00,0.286652,,0.30,,,3.5010,3.5010,,,3.5170,0.0160,,,,,,,,,,
selection,sonnet,Claude Sonnet 5 (closed),M_free,disabled,no,no,,,,,0.875750,,1.000000,,,-0.0020,,,,,,,,8,0.30,0.30 0.50 1.00,0.286652,,0.30,,,7.0040,7.0040,,,7.0360,0.0320,,,,,,,,,,
selection,sonnet,Claude Sonnet 5 (closed),M_free,disabled,no,no,,,,,0.875750,,1.000000,,,-0.0020,,,,,,,,20,0.30,0.30 0.50 1.00,0.286652,,0.30,,,17.5130,17.5130,,,17.5930,0.0800,,,,,,,,,,
envelope,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,non_think,no,yes,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,0.000000,,,,,,,,,
envelope,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,think_high,no,yes,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,0.000000,0.007423,,,,,,,,
envelope,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,think_high,no,yes,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,0.007423,,,,,,,,,
envelope,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_free,non_think,no,no,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,0.000000,,,,,,,,,
envelope,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_free,think_high,no,no,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,0.000000,,,,,,,,,
envelope,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_constrained,-,yes,yes,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,0.000000,4.676947,,,,,,,,
envelope,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_constrained,-,yes,yes,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,4.676947,16.872406,,,,,,,,
envelope,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_constrained,-,yes,yes,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,16.872406,108.803154,,,,,,,,
envelope,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_constrained,-,yes,yes,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,108.803154,327.860390,,,,,,,,
envelope,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_constrained,-,yes,yes,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,327.860390,391.422259,,,,,,,,
envelope,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_constrained,-,yes,yes,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,391.422259,,,,,,,,,
envelope,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_free,-,no,no,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,0.000000,,,,,,,,,
envelope,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,,,,,,,,,,,,,,,,,,,0.15,,,,,0.15,,,,,,,,0.000000,57.947200,,,,,,,,
envelope,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,,,,,,,,,,,,,,,,,,,0.20,,,,,0.15,,,,,,,,57.947200,92.400400,,,,,,,,
envelope,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,,,,,,,,,,,,,,,,,,,0.30,,,,,0.15,,,,,,,,92.400400,312.504864,,,,,,,,
envelope,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,,,,,,,,,,,,,,,,,,,0.50,,,,,0.15,,,,,,,,312.504864,416.962493,,,,,,,,
envelope,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,,,,,,,,,,,,,,,,,,,1.00,,,,,0.15,,,,,,,,416.962493,,,,,,,,,
