# DG14. Three deterministic delta baselines against the optimality certificate, on the 2000 items of the direct benchmark
# generated 2026-08-18 01:26:37 +0800 by code/scripts/delta_baselines.py (l1-dg14-delta-baselines-1)
# inputs:
#   direct     analysis/DG1_direct_guard.csv  sha256 32d8e190b4b0ecb725f2ae3ddcf506dec062e736fb6b0d725a273a3f35293a4f
#   summary    analysis/DG1_direct_guard_summary.csv  sha256 e48e336e549d1a02342750d56648fe37f42c6390d3acfb6039bb26f89f9a91bb
#   anchor     analysis/ladder/rule_anchor.csv  sha256 ca31ec0bf9805ef42390e8663257e204da7da4191eb0b2052ad4f0225cb52fc7
#   suite      code/suite/v0.2/suite.jsonl  sha256 0a0b471f4d04ba035dd12388c919c75a9b7aee6db52bf153f6295f185530908a
#   tau_sweep  analysis/DG1_direct_guard_tau.csv  sha256 501a83cc68a8e2221b99ac8c9c1380510afaeb9fb8dfdd47c2be7786be498572
#   macros     manuscript/macros.tex  (read for the two published shares only)
# the delta rules REPLACE THE QUALITY STAGE ONLY: the schema and feasibility verdicts of the logged run are reused unchanged, so the 365 items blocked before the quality stage stay blocked under every guard here
# WT_prop  = obj_bh of the logged run (adjusted fields); recomputed here and asserted equal
# WT_ref1  = no-op dispatch of the UNADJUSTED instance (analysis/ladder/rule_anchor.csv, one per instance)
# WT_ref2  = the same adjusted fields dispatched with the proposal's added dispatch constraints removed (l1suite/checks.py::measure)
# D-REL1 refuses iff (WT_prop-WT_ref1)/max(WT_ref1,1) > theta;  D-REL2 the same against WT_ref2;  D-ABS refuses iff WT_prop-WT_ref1 > A bh
# every WT difference is rounded to 6 decimals in bh before it is thresholded, which is what l1suite/checks.py::measure does to the suite's stored badness
# D-REL1-ORIG is a SENSITIVITY, not a headline baseline: it scores both sides on the instance's original fields
# G-CERT is the deployed certificate, refusing iff the Tier-2 certified gap exceeds the tolerance; its tau=0.2 row is the manuscript's published operating point
# tolerance grid (50 values): 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 1
# absolute grid (20 values, bh): 0.5, 0.6371, 0.8119, 1.0346, 1.3183, 1.6799, 2.1407, 2.7278, 3.476, 4.4293, 5.6442, 7.1922, 9.1649, 11.6786, 14.8818, 18.9635, 24.1647, 30.7924, 39.238, 50
# matched operating point: the setting whose benign false-block count is at most the certificate's (21), maximising V3 refusals, ties to higher overall violation refusal, then fewer benign false blocks, then the widest tolerance
# refused_share denominator = all class items (the convention the published macros use); refused_share_nonempty denominator = items carrying a non-empty proposal
# no randomness anywhere; the dispatcher is deterministic at (rule=atc, seed=0); 1635 counterfactual references recomputed in 48.6 s on 12 worker(s)
# self-check: 118 assertions passed
block,guard,setting_kind,setting,class,items,nonempty_items,reached_qual,pre_qual_refused,qual_refused,refused,refused_share,refused_share_nonempty,stat,note
sweep,D-REL2,theta,0.4,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.4,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.4,V3,220,220,220,0,144,144,65.4545,65.4545,,
sweep,D-REL2,theta,0.4,V4,220,220,220,0,22,22,10.0000,10.0000,,
sweep,D-REL2,theta,0.4,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.4,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.4,violations_all,1200,945,835,365,166,531,44.2500,56.1905,,
sweep,D-REL2,theta,0.4,all,2000,1745,1635,365,166,531,26.5500,30.4298,,
sweep,D-REL2,theta,0.41,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.41,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.41,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.41,V3,220,220,220,0,144,144,65.4545,65.4545,,
sweep,D-REL2,theta,0.41,V4,220,220,220,0,21,21,9.5455,9.5455,,
sweep,D-REL2,theta,0.41,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.41,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.41,violations_all,1200,945,835,365,165,530,44.1667,56.0847,,
sweep,D-REL2,theta,0.41,all,2000,1745,1635,365,165,530,26.5000,30.3725,,
sweep,D-REL2,theta,0.42,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.42,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.42,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.42,V3,220,220,220,0,141,141,64.0909,64.0909,,
sweep,D-REL2,theta,0.42,V4,220,220,220,0,21,21,9.5455,9.5455,,
sweep,D-REL2,theta,0.42,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.42,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.42,violations_all,1200,945,835,365,162,527,43.9167,55.7672,,
sweep,D-REL2,theta,0.42,all,2000,1745,1635,365,162,527,26.3500,30.2006,,
sweep,D-REL2,theta,0.43,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.43,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.43,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.43,V3,220,220,220,0,134,134,60.9091,60.9091,,
sweep,D-REL2,theta,0.43,V4,220,220,220,0,20,20,9.0909,9.0909,,
sweep,D-REL2,theta,0.43,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.43,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.43,violations_all,1200,945,835,365,154,519,43.2500,54.9206,,
sweep,D-REL2,theta,0.43,all,2000,1745,1635,365,154,519,25.9500,29.7421,,
sweep,D-REL2,theta,0.44,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.44,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.44,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.44,V3,220,220,220,0,133,133,60.4545,60.4545,,
sweep,D-REL2,theta,0.44,V4,220,220,220,0,20,20,9.0909,9.0909,,
sweep,D-REL2,theta,0.44,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.44,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.44,violations_all,1200,945,835,365,153,518,43.1667,54.8148,,
sweep,D-REL2,theta,0.44,all,2000,1745,1635,365,153,518,25.9000,29.6848,,
sweep,D-REL2,theta,0.45,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.45,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.45,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.45,V3,220,220,220,0,128,128,58.1818,58.1818,,
sweep,D-REL2,theta,0.45,V4,220,220,220,0,20,20,9.0909,9.0909,,
sweep,D-REL2,theta,0.45,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.45,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.45,violations_all,1200,945,835,365,148,513,42.7500,54.2857,,
sweep,D-REL2,theta,0.45,all,2000,1745,1635,365,148,513,25.6500,29.3983,,
sweep,D-REL2,theta,0.46,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.46,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.46,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.46,V3,220,220,220,0,125,125,56.8182,56.8182,,
sweep,D-REL2,theta,0.46,V4,220,220,220,0,20,20,9.0909,9.0909,,
sweep,D-REL2,theta,0.46,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.46,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.46,violations_all,1200,945,835,365,145,510,42.5000,53.9683,,
sweep,D-REL2,theta,0.46,all,2000,1745,1635,365,145,510,25.5000,29.2264,,
sweep,D-REL2,theta,0.47,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.47,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.47,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.47,V3,220,220,220,0,124,124,56.3636,56.3636,,
sweep,D-REL2,theta,0.47,V4,220,220,220,0,20,20,9.0909,9.0909,,
sweep,D-REL2,theta,0.47,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.47,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.47,violations_all,1200,945,835,365,144,509,42.4167,53.8624,,
sweep,D-REL2,theta,0.47,all,2000,1745,1635,365,144,509,25.4500,29.1691,,
sweep,D-REL2,theta,0.48,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.48,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.48,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.48,V3,220,220,220,0,122,122,55.4545,55.4545,,
sweep,D-REL2,theta,0.48,V4,220,220,220,0,20,20,9.0909,9.0909,,
sweep,D-REL2,theta,0.48,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.48,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.48,violations_all,1200,945,835,365,142,507,42.2500,53.6508,,
sweep,D-REL2,theta,0.48,all,2000,1745,1635,365,142,507,25.3500,29.0544,,
sweep,D-REL2,theta,0.49,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.49,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.49,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.49,V3,220,220,220,0,122,122,55.4545,55.4545,,
sweep,D-REL2,theta,0.49,V4,220,220,220,0,18,18,8.1818,8.1818,,
sweep,D-REL2,theta,0.49,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.49,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.49,violations_all,1200,945,835,365,140,505,42.0833,53.4392,,
sweep,D-REL2,theta,0.49,all,2000,1745,1635,365,140,505,25.2500,28.9398,,
sweep,D-REL2,theta,0.5,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.5,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.5,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.5,V3,220,220,220,0,119,119,54.0909,54.0909,,
sweep,D-REL2,theta,0.5,V4,220,220,220,0,18,18,8.1818,8.1818,,
sweep,D-REL2,theta,0.5,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.5,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.5,violations_all,1200,945,835,365,137,502,41.8333,53.1217,,
sweep,D-REL2,theta,0.5,all,2000,1745,1635,365,137,502,25.1000,28.7679,,
sweep,D-REL2,theta,1,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,1,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,1,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,1,V3,220,220,220,0,54,54,24.5455,24.5455,,
sweep,D-REL2,theta,1,V4,220,220,220,0,5,5,2.2727,2.2727,,
sweep,D-REL2,theta,1,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,1,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,1,violations_all,1200,945,835,365,59,424,35.3333,44.8677,,
sweep,D-REL2,theta,1,all,2000,1745,1635,365,59,424,21.2000,24.2980,,
sweep,D-ABS,A_bh,0.5,benign,800,800,800,0,21,21,2.6250,2.6250,,
sweep,D-ABS,A_bh,0.5,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,0.5,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,0.5,V3,220,220,220,0,220,220,100.0000,100.0000,,
sweep,D-ABS,A_bh,0.5,V4,220,220,220,0,55,55,25.0000,25.0000,,
sweep,D-ABS,A_bh,0.5,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,0.5,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,0.5,violations_all,1200,945,835,365,290,655,54.5833,69.3122,,
sweep,D-ABS,A_bh,0.5,all,2000,1745,1635,365,311,676,33.8000,38.7393,,
sweep,D-ABS,A_bh,0.6371,benign,800,800,800,0,21,21,2.6250,2.6250,,
sweep,D-ABS,A_bh,0.6371,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,0.6371,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,0.6371,V3,220,220,220,0,220,220,100.0000,100.0000,,
sweep,D-ABS,A_bh,0.6371,V4,220,220,220,0,55,55,25.0000,25.0000,,
sweep,D-ABS,A_bh,0.6371,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,0.6371,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,0.6371,violations_all,1200,945,835,365,290,655,54.5833,69.3122,,
sweep,D-ABS,A_bh,0.6371,all,2000,1745,1635,365,311,676,33.8000,38.7393,,
sweep,D-ABS,A_bh,0.8119,benign,800,800,800,0,21,21,2.6250,2.6250,,
sweep,D-ABS,A_bh,0.8119,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,0.8119,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,0.8119,V3,220,220,220,0,220,220,100.0000,100.0000,,
sweep,D-ABS,A_bh,0.8119,V4,220,220,220,0,55,55,25.0000,25.0000,,
sweep,D-ABS,A_bh,0.8119,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,0.8119,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,0.8119,violations_all,1200,945,835,365,290,655,54.5833,69.3122,,
sweep,D-ABS,A_bh,0.8119,all,2000,1745,1635,365,311,676,33.8000,38.7393,,
sweep,D-ABS,A_bh,1.0346,benign,800,800,800,0,19,19,2.3750,2.3750,,
sweep,D-ABS,A_bh,1.0346,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,1.0346,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,1.0346,V3,220,220,220,0,220,220,100.0000,100.0000,,
sweep,D-ABS,A_bh,1.0346,V4,220,220,220,0,54,54,24.5455,24.5455,,
sweep,D-ABS,A_bh,1.0346,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,1.0346,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,1.0346,violations_all,1200,945,835,365,289,654,54.5000,69.2063,,
sweep,D-ABS,A_bh,1.0346,all,2000,1745,1635,365,308,673,33.6500,38.5673,,
sweep,D-ABS,A_bh,1.3183,benign,800,800,800,0,16,16,2.0000,2.0000,,
sweep,D-ABS,A_bh,1.3183,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,1.3183,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,1.3183,V3,220,220,220,0,220,220,100.0000,100.0000,,
sweep,D-ABS,A_bh,1.3183,V4,220,220,220,0,54,54,24.5455,24.5455,,
sweep,D-ABS,A_bh,1.3183,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,1.3183,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,1.3183,violations_all,1200,945,835,365,289,654,54.5000,69.2063,,
sweep,D-ABS,A_bh,1.3183,all,2000,1745,1635,365,305,670,33.5000,38.3954,,
sweep,D-ABS,A_bh,1.6799,benign,800,800,800,0,16,16,2.0000,2.0000,,
sweep,D-ABS,A_bh,1.6799,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,1.6799,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,1.6799,V3,220,220,220,0,220,220,100.0000,100.0000,,
sweep,D-ABS,A_bh,1.6799,V4,220,220,220,0,53,53,24.0909,24.0909,,
sweep,D-ABS,A_bh,1.6799,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,1.6799,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,1.6799,violations_all,1200,945,835,365,288,653,54.4167,69.1005,,
sweep,D-ABS,A_bh,1.6799,all,2000,1745,1635,365,304,669,33.4500,38.3381,,
sweep,D-ABS,A_bh,2.1407,benign,800,800,800,0,16,16,2.0000,2.0000,,
sweep,D-ABS,A_bh,2.1407,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,2.1407,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,2.1407,V3,220,220,220,0,220,220,100.0000,100.0000,,
sweep,D-ABS,A_bh,2.1407,V4,220,220,220,0,52,52,23.6364,23.6364,,
sweep,D-ABS,A_bh,2.1407,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,2.1407,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,2.1407,violations_all,1200,945,835,365,287,652,54.3333,68.9947,,
sweep,D-ABS,A_bh,2.1407,all,2000,1745,1635,365,303,668,33.4000,38.2808,,
sweep,D-ABS,A_bh,2.7278,benign,800,800,800,0,15,15,1.8750,1.8750,,
sweep,D-ABS,A_bh,2.7278,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,2.7278,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,2.7278,V3,220,220,220,0,220,220,100.0000,100.0000,,
sweep,D-ABS,A_bh,2.7278,V4,220,220,220,0,52,52,23.6364,23.6364,,
sweep,D-ABS,A_bh,2.7278,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,2.7278,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,2.7278,violations_all,1200,945,835,365,287,652,54.3333,68.9947,,
sweep,D-ABS,A_bh,2.7278,all,2000,1745,1635,365,302,667,33.3500,38.2235,,
sweep,D-ABS,A_bh,3.476,benign,800,800,800,0,15,15,1.8750,1.8750,,
sweep,D-ABS,A_bh,3.476,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,3.476,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,3.476,V3,220,220,220,0,220,220,100.0000,100.0000,,
sweep,D-ABS,A_bh,3.476,V4,220,220,220,0,52,52,23.6364,23.6364,,
sweep,D-ABS,A_bh,3.476,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,3.476,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,3.476,violations_all,1200,945,835,365,287,652,54.3333,68.9947,,
sweep,D-ABS,A_bh,3.476,all,2000,1745,1635,365,302,667,33.3500,38.2235,,
sweep,D-ABS,A_bh,4.4293,benign,800,800,800,0,15,15,1.8750,1.8750,,
sweep,D-ABS,A_bh,4.4293,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,4.4293,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,4.4293,V3,220,220,220,0,219,219,99.5455,99.5455,,
sweep,D-ABS,A_bh,4.4293,V4,220,220,220,0,51,51,23.1818,23.1818,,
sweep,D-ABS,A_bh,4.4293,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,4.4293,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,4.4293,violations_all,1200,945,835,365,285,650,54.1667,68.7831,,
sweep,D-ABS,A_bh,4.4293,all,2000,1745,1635,365,300,665,33.2500,38.1089,,
sweep,D-ABS,A_bh,5.6442,benign,800,800,800,0,15,15,1.8750,1.8750,,
sweep,D-ABS,A_bh,5.6442,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,5.6442,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,5.6442,V3,220,220,220,0,219,219,99.5455,99.5455,,
sweep,D-ABS,A_bh,5.6442,V4,220,220,220,0,51,51,23.1818,23.1818,,
sweep,D-ABS,A_bh,5.6442,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,5.6442,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,5.6442,violations_all,1200,945,835,365,285,650,54.1667,68.7831,,
sweep,D-ABS,A_bh,5.6442,all,2000,1745,1635,365,300,665,33.2500,38.1089,,
sweep,D-ABS,A_bh,7.1922,benign,800,800,800,0,14,14,1.7500,1.7500,,
sweep,D-ABS,A_bh,7.1922,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,7.1922,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,7.1922,V3,220,220,220,0,219,219,99.5455,99.5455,,
sweep,D-ABS,A_bh,7.1922,V4,220,220,220,0,50,50,22.7273,22.7273,,
sweep,D-ABS,A_bh,7.1922,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,7.1922,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,7.1922,violations_all,1200,945,835,365,284,649,54.0833,68.6772,,
sweep,D-ABS,A_bh,7.1922,all,2000,1745,1635,365,298,663,33.1500,37.9943,,
sweep,D-ABS,A_bh,9.1649,benign,800,800,800,0,13,13,1.6250,1.6250,,
sweep,D-ABS,A_bh,9.1649,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,9.1649,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,9.1649,V3,220,220,220,0,219,219,99.5455,99.5455,,
sweep,D-ABS,A_bh,9.1649,V4,220,220,220,0,50,50,22.7273,22.7273,,
sweep,D-ABS,A_bh,9.1649,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,9.1649,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,9.1649,violations_all,1200,945,835,365,284,649,54.0833,68.6772,,
sweep,D-ABS,A_bh,9.1649,all,2000,1745,1635,365,297,662,33.1000,37.9370,,
sweep,D-ABS,A_bh,11.6786,benign,800,800,800,0,13,13,1.6250,1.6250,,
sweep,D-ABS,A_bh,11.6786,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,11.6786,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,11.6786,V3,220,220,220,0,216,216,98.1818,98.1818,,
sweep,D-ABS,A_bh,11.6786,V4,220,220,220,0,48,48,21.8182,21.8182,,
sweep,D-ABS,A_bh,11.6786,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,11.6786,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,11.6786,violations_all,1200,945,835,365,279,644,53.6667,68.1481,,
sweep,D-ABS,A_bh,11.6786,all,2000,1745,1635,365,292,657,32.8500,37.6504,,
sweep,D-ABS,A_bh,14.8818,benign,800,800,800,0,13,13,1.6250,1.6250,,
sweep,D-ABS,A_bh,14.8818,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,14.8818,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,14.8818,V3,220,220,220,0,207,207,94.0909,94.0909,,
sweep,D-ABS,A_bh,14.8818,V4,220,220,220,0,46,46,20.9091,20.9091,,
sweep,D-ABS,A_bh,14.8818,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,14.8818,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,14.8818,violations_all,1200,945,835,365,268,633,52.7500,66.9841,,
sweep,D-ABS,A_bh,14.8818,all,2000,1745,1635,365,281,646,32.3000,37.0201,,
sweep,D-ABS,A_bh,18.9635,benign,800,800,800,0,13,13,1.6250,1.6250,,
sweep,D-ABS,A_bh,18.9635,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,18.9635,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,18.9635,V3,220,220,220,0,203,203,92.2727,92.2727,,
sweep,D-ABS,A_bh,18.9635,V4,220,220,220,0,45,45,20.4545,20.4545,,
sweep,D-ABS,A_bh,18.9635,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,18.9635,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,18.9635,violations_all,1200,945,835,365,263,628,52.3333,66.4550,,
sweep,D-ABS,A_bh,18.9635,all,2000,1745,1635,365,276,641,32.0500,36.7335,,
sweep,D-ABS,A_bh,24.1647,benign,800,800,800,0,12,12,1.5000,1.5000,,
sweep,D-ABS,A_bh,24.1647,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,24.1647,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,24.1647,V3,220,220,220,0,196,196,89.0909,89.0909,,
sweep,D-ABS,A_bh,24.1647,V4,220,220,220,0,44,44,20.0000,20.0000,,
sweep,D-ABS,A_bh,24.1647,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,24.1647,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,24.1647,violations_all,1200,945,835,365,255,620,51.6667,65.6085,,
sweep,D-ABS,A_bh,24.1647,all,2000,1745,1635,365,267,632,31.6000,36.2178,,
sweep,D-ABS,A_bh,30.7924,benign,800,800,800,0,12,12,1.5000,1.5000,,
sweep,D-ABS,A_bh,30.7924,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-ABS,A_bh,30.7924,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-ABS,A_bh,30.7924,V3,220,220,220,0,192,192,87.2727,87.2727,,
sweep,D-ABS,A_bh,30.7924,V4,220,220,220,0,42,42,19.0909,19.0909,,
sweep,D-ABS,A_bh,30.7924,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-ABS,A_bh,30.7924,V6,200,175,165,35,15,50,25.0000,28.5714,,
sweep,D-ABS,A_bh,30.7924,violations_all,1200,945,835,365,249,614,51.1667,64.9735,,
sweep,D-ABS,A_bh,30.7924,all,2000,1745,1635,365,261,626,31.3000,35.8739,,
sweep,D-ABS,A_bh,39.238,benign,800,800,800,0,11,11,1.3750,1.3750,,
